-1.015216588973999023e+00 -1.012017250061035156e+00
-9.555112719535827637e-01 -9.554066658020019531e-01
-8.982551693916320801e-01 -8.999985456466674805e-01
-8.430492281913757324e-01 -8.456622362136840820e-01
-7.895114421844482422e-01 -7.922647595405578613e-01
-7.372868061065673828e-01 -7.396762967109680176e-01
-6.860501170158386230e-01 -6.877711415290832520e-01
-6.355147957801818848e-01 -6.364278793334960938e-01
-5.854321122169494629e-01 -5.855327844619750977e-01
-5.355944037437438965e-01 -5.349790453910827637e-01
-4.858314394950866699e-01 -4.846690297126770020e-01
-4.360132515430450439e-01 -4.345141649246215820e-01
-3.860431015491485596e-01 -3.844352066516876221e-01
-3.358563184738159180e-01 -3.343622982501983643e-01
-2.854158878326416016e-01 -2.842352092266082764e-01
-2.347079068422317505e-01 -2.340047061443328857e-01
-1.837394684553146362e-01 -1.836296021938323975e-01
-1.325293332338333130e-01 -1.330778896808624268e-01
-8.111019432544708252e-02 -8.232807368040084839e-02
-2.951980940997600555e-02 -3.136541694402694702e-02
2.219800837337970734e-02 1.981536298990249634e-02
7.400135695934295654e-02 7.121113687753677368e-02
1.258463710546493530e-01 1.228119805455207825e-01
1.776982992887496948e-01 1.746007800102233887e-01
2.295195311307907104e-01 2.265521883964538574e-01
2.812849879264831543e-01 2.786358594894409180e-01
3.329733014106750488e-01 3.308136165142059326e-01
3.845699429512023926e-01 3.830420076847076416e-01
4.360654950141906738e-01 4.352717995643615723e-01
4.874579906463623047e-01 4.874490499496459961e-01
5.387498736381530762e-01 5.395143032073974609e-01
5.899454951286315918e-01 5.914055109024047852e-01
6.410552859306335449e-01 6.430561542510986328e-01
6.920844912528991699e-01 6.943963766098022461e-01
7.430419325828552246e-01 7.453569173812866211e-01
7.939348220825195312e-01 7.958647012710571289e-01
8.447650671005249023e-01 8.458488583564758301e-01
8.955313563346862793e-01 8.952373266220092773e-01
9.462287425994873047e-01 9.439604282379150391e-01
9.968437552452087402e-01 9.919517040252685547e-01
-1.006104469299316406e+00 -1.003010988235473633e+00
-9.460559487342834473e-01 -9.469555020332336426e-01
-8.884151577949523926e-01 -8.920288085937500000e-01
-8.328506350517272949e-01 -8.381149768829345703e-01
-7.790338397026062012e-01 -7.850982546806335449e-01
-7.266474366188049316e-01 -7.328625917434692383e-01
-6.753931641578674316e-01 -6.812941431999206543e-01
-6.249994635581970215e-01 -6.302822828292846680e-01
-5.752221941947937012e-01 -5.797220468521118164e-01
-5.258464217185974121e-01 -5.295137763023376465e-01
-4.766934812068939209e-01 -4.795653223991394043e-01
-4.276134371757507324e-01 -4.297904968261718750e-01
-3.784908652305603027e-01 -3.801121711730957031e-01
-3.292362987995147705e-01 -3.304623663425445557e-01
-2.797895669937133789e-01 -2.807794809341430664e-01
-2.301144152879714966e-01 -2.310123741626739502e-01
-1.801941543817520142e-01 -1.811176538467407227e-01
-1.300287395715713501e-01 -1.310601532459259033e-01
-7.963325083255767822e-02 -8.081405609846115112e-02
-2.903289906680583954e-02 -3.036173433065414429e-02
2.174048312008380890e-02 2.030613273382186890e-02
7.265309989452362061e-02 7.119225710630416870e-02
1.236666291952133179e-01 1.222888454794883728e-01
1.747439354658126831e-01 1.735826730728149414e-01
2.258524149656295776e-01 2.250512242317199707e-01
2.769628763198852539e-01 2.766672968864440918e-01
3.280488252639770508e-01 3.283932805061340332e-01
3.790955543518066406e-01 3.801865577697753906e-01
4.300913214683532715e-01 4.319992065429687500e-01
4.810284972190856934e-01 4.837746620178222656e-01
5.319085121154785156e-01 5.354532003402709961e-01
5.827375054359436035e-01 5.869684219360351562e-01
6.335220336914062500e-01 6.382502317428588867e-01
6.842763423919677734e-01 6.892247796058654785e-01
7.350125908851623535e-01 7.398153543472290039e-01
7.857452034950256348e-01 7.899421453475952148e-01
8.364829421043395996e-01 8.395261764526367188e-01
8.872351050376892090e-01 8.884873390197753906e-01
9.380033016204833984e-01 9.367476701736450195e-01
9.887860417366027832e-01 9.842303395271301270e-01
-9.777948260307312012e-01 -9.765636920928955078e-01
-9.171223640441894531e-01 -9.219263792037963867e-01
-8.588970303535461426e-01 -8.683260679244995117e-01
-8.028863072395324707e-01 -8.156676888465881348e-01
-7.488426566123962402e-01 -7.638533115386962891e-01
-6.965138912200927734e-01 -7.127825021743774414e-01
-6.456468701362609863e-01 -6.623578071594238281e-01
-5.959936976432800293e-01 -6.124805808067321777e-01
-5.473172068595886230e-01 -5.630592703819274902e-01
-4.993977248668670654e-01 -5.140015482902526855e-01
-4.520335793495178223e-01 -4.652224481105804443e-01
-4.050455391407012939e-01 -4.166429042816162109e-01
-3.582756221294403076e-01 -3.681900203227996826e-01
-3.115910291671752930e-01 -3.197958767414093018e-01
-2.648817598819732666e-01 -2.714014947414398193e-01
-2.180600017309188843e-01 -2.229541540145874023e-01
-1.710597723722457886e-01 -1.744083464145660400e-01
-1.238330155611038208e-01 -1.257268786430358887e-01
-7.635046541690826416e-02 -7.688014954328536987e-02
-2.859557978808879852e-02 -2.784519642591476440e-02
1.943378336727619171e-02 2.139183133840560913e-02
6.773148477077484131e-02 7.083862274885177612e-02
1.162828654050827026e-01 1.204931512475013733e-01
1.650693863630294800e-01 1.703484356403350830e-01
2.140677422285079956e-01 2.203870415687561035e-01
2.632556557655334473e-01 2.705867886543273926e-01
3.126088380813598633e-01 3.209158480167388916e-01
3.621079325675964355e-01 3.713363409042358398e-01
4.117349982261657715e-01 4.218042492866516113e-01
4.614732861518859863e-01 4.722671210765838623e-01
5.113169550895690918e-01 5.226668119430541992e-01
5.612584948539733887e-01 5.729405879974365234e-01
6.112967133522033691e-01 6.230181455612182617e-01
6.614315509796142578e-01 6.728271842002868652e-01
7.116673588752746582e-01 7.222892045974731445e-01
7.620105147361755371e-01 7.713242173194885254e-01
8.124658465385437012e-01 8.198498487472534180e-01
8.630357384681701660e-01 8.677822351455688477e-01
9.137220978736877441e-01 9.150395393371582031e-01
9.645205140113830566e-01 9.615395665168762207e-01
-9.312049150466918945e-01 -9.334227442741394043e-01
-8.707217574119567871e-01 -8.811680078506469727e-01
-8.126642107963562012e-01 -8.298302888870239258e-01
-7.569222450256347656e-01 -7.793363332748413086e-01
-7.033543586730957031e-01 -7.296079993247985840e-01
-6.517915725708007812e-01 -6.805672049522399902e-01
-6.020453572273254395e-01 -6.321318745613098145e-01
-5.539121031761169434e-01 -5.842221379280090332e-01
-5.071772933006286621e-01 -5.367571711540222168e-01
-4.616245627403259277e-01 -4.896600246429443359e-01
-4.170385003089904785e-01 -4.428566098213195801e-01
-3.732109665870666504e-01 -3.962746858596801758e-01
-3.299434483051300049e-01 -3.498478233814239502e-01
-2.870504856109619141e-01 -3.035139739513397217e-01
-2.443664819002151489e-01 -2.572155892848968506e-01
-2.017399221658706665e-01 -2.109021842479705811e-01
-1.590410619974136353e-01 -1.645273268222808838e-01
-1.161596328020095825e-01 -1.180523559451103210e-01
-7.300491631031036377e-02 -7.144408673048019409e-02
-2.950425259768962860e-02 -2.467610687017440796e-02
1.439516432583332062e-02 2.227025479078292847e-02
5.873166024684906006e-02 6.940854340791702271e-02
1.035273522138595581e-01 1.167440935969352722e-01
1.487931460142135620e-01 1.642757058143615723e-01
1.945298165082931519e-01 2.119943499565124512e-01
2.407269328832626343e-01 2.598841190338134766e-01
2.873701453208923340e-01 3.079219460487365723e-01
3.344396948814392090e-01 3.560780286788940430e-01
3.819134831428527832e-01 4.043146371841430664e-01
4.297663569450378418e-01 4.525864124298095703e-01
4.779765605926513672e-01 5.008442401885986328e-01
5.265210270881652832e-01 5.490300655364990234e-01
5.753800272941589355e-01 5.970811843872070312e-01
6.245332956314086914e-01 6.449287533760070801e-01
6.739659905433654785e-01 6.924996376037597656e-01
7.236652970314025879e-01 7.397179603576660156e-01
7.736175060272216797e-01 7.865032553672790527e-01
8.238108754158020020e-01 8.327745199203491211e-01
8.742324113845825195e-01 8.784490823745727539e-01
9.248676896095275879e-01 9.234453439712524414e-01
-8.691281676292419434e-01 -8.747372031211853027e-01
-8.106366395950317383e-01 -8.258944749832153320e-01
-7.543637156486511230e-01 -7.778126597404479980e-01
-7.003207802772521973e-01 -7.304409742355346680e-01
-6.484796404838562012e-01 -6.837252974510192871e-01
-5.987720489501953125e-01 -6.376082897186279297e-01
-5.510941743850708008e-01 -5.920292139053344727e-01
-5.053076744079589844e-01 -5.469266772270202637e-01
-4.612504541873931885e-01 -5.022399425506591797e-01
-4.187322258949279785e-01 -4.579061567783355713e-01
-3.775495588779449463e-01 -4.138642847537994385e-01
-3.374867737293243408e-01 -3.700548112392425537e-01
-2.983235418796539307e-01 -3.264205753803253174e-01
-2.598403692245483398e-01 -2.829065918922424316e-01
-2.218239158391952515e-01 -2.394623160362243652e-01
-1.840685755014419556e-01 -1.960391402244567871e-01
-1.463880687952041626e-01 -1.525938808917999268e-01
-1.086083203554153442e-01 -1.090877428650856018e-01
-7.057751715183258057e-02 -6.548544019460678101e-02
-3.216142952442169189e-02 -2.175842970609664917e-02
6.750093773007392883e-03 2.211651951074600220e-02
4.624663293361663818e-02 6.615827232599258423e-02
8.639882504940032959e-02 1.103791967034339905e-01
1.272553652524948120e-01 1.547842919826507568e-01
1.688489168882369995e-01 1.993733644485473633e-01
2.111939638853073120e-01 2.441397905349731445e-01
2.542932629585266113e-01 2.890696823596954346e-01
2.981336712837219238e-01 3.341415524482727051e-01
3.426964282989501953e-01 3.793299794197082520e-01
3.879532217979431152e-01 4.245993494987487793e-01
4.338709712028503418e-01 4.699095487594604492e-01
4.804113507270812988e-01 5.152132511138916016e-01
5.275364518165588379e-01 5.604577064514160156e-01
5.752056837081909180e-01 6.055839657783508301e-01
6.233788132667541504e-01 6.505281329154968262e-01
6.720184683799743652e-01 6.952210664749145508e-01
7.210864424705505371e-01 7.395912408828735352e-01
7.705491185188293457e-01 7.835627198219299316e-01
8.203706145286560059e-01 8.270604610443115234e-01
8.705200552940368652e-01 8.700058460235595703e-01
-7.947506308555603027e-01 -8.019258379936218262e-01
-7.407599687576293945e-01 -7.575542330741882324e-01
-6.885240674018859863e-01 -7.137475013732910156e-01
-6.381511688232421875e-01 -6.704780459403991699e-01
-5.897174477577209473e-01 -6.277173757553100586e-01
-5.432562232017517090e-01 -5.854293107986450195e-01
-4.987604618072509766e-01 -5.435781478881835938e-01
-4.561829566955566406e-01 -5.021243691444396973e-01
-4.154337048530578613e-01 -4.610254168510437012e-01
-3.763880729675292969e-01 -4.202381670475006104e-01
-3.388878703117370605e-01 -3.797186315059661865e-01
-3.027478158473968506e-01 -3.394226133823394775e-01
-2.677632272243499756e-01 -2.993046343326568604e-01
-2.337116748094558716e-01 -2.593215405941009521e-01
-2.003671377897262573e-01 -2.194306254386901855e-01
-1.674991697072982788e-01 -1.795901060104370117e-01
-1.348810344934463501e-01 -1.397615373134613037e-01
-1.022976189851760864e-01 -9.990803152322769165e-02
-6.954897940158843994e-02 -5.999680608510971069e-02
-3.644813597202301025e-02 -1.999626308679580688e-02
-2.832246944308280945e-03 2.011910825967788696e-02
3.143946826457977295e-02 6.037139147520065308e-02
6.648688018321990967e-02 1.007789447903633118e-01
1.024029105901718140e-01 1.413549482822418213e-01
1.392594426870346069e-01 1.821064054965972900e-01
1.771047562360763550e-01 2.230358123779296875e-01
2.159671038389205933e-01 2.641390562057495117e-01
2.558574080467224121e-01 3.054068088531494141e-01
2.967668771743774414e-01 3.468239307403564453e-01
3.386741280555725098e-01 3.883675932884216309e-01
3.815447688102722168e-01 4.300106167793273926e-01
4.253366589546203613e-01 4.717172086238861084e-01
4.699975252151489258e-01 5.134483575820922852e-01
5.154734253883361816e-01 5.551574230194091797e-01
5.617045760154724121e-01 5.967923402786254883e-01
6.086327433586120605e-01 6.382970213890075684e-01
6.561943888664245605e-01 6.796110868453979492e-01
7.043318152427673340e-01 7.206698656082153320e-01
7.529869079589843750e-01 7.614060044288635254e-01
8.021033406257629395e-01 8.017516136169433594e-01
-7.104856371879577637e-01 -7.165675163269042969e-01
-6.637879014015197754e-01 -6.777147054672241211e-01
-6.181430220603942871e-01 -6.391941308975219727e-01
-5.737157464027404785e-01 -6.010025143623352051e-01
-5.306512713432312012e-01 -5.631333589553833008e-01
-4.890673458576202393e-01 -5.255761742591857910e-01
