1.148483157157897949e-02 9.680072218179702759e-02 7.250710576772689819e-02 8.183140307664871216e-03 1.766674034297466278e-02 6.900975015014410019e-03 7.606738712638616562e-03 8.967054891400039196e-04 8.419367950409650803e-04 6.941734463907778263e-04 6.594224832952022552e-04 6.064698100090026855e-04 4.823384515475481749e-04
4.777771420776844025e-03 7.821378856897354126e-02 6.003066897392272949e-02 7.508579641580581665e-03 1.285791210830211639e-02 5.400039255619049072e-03 5.805517546832561493e-03 7.563501712866127491e-04 6.869011558592319489e-04 5.442954716272652149e-04 4.967057611793279648e-04 4.598764062393456697e-04 3.827902546618133783e-04
7.676696404814720154e-04 6.059907376766204834e-02 4.989991337060928345e-02 9.197480976581573486e-03 9.025632403790950775e-03 4.113672301173210144e-03 4.314702469855546951e-03 6.314166821539402008e-04 5.530260386876761913e-04 4.201474075671285391e-04 3.667671990115195513e-04 3.479163860902190208e-04 3.055134438909590244e-04
3.544042119756340981e-04 4.484602436423301697e-02 4.254695773124694824e-02 1.329953595995903015e-02 6.056734360754489899e-03 3.021321259438991547e-03 3.098343499004840851e-03 5.128812044858932495e-04 4.347298527136445045e-04 3.147333045490086079e-04 2.621848252601921558e-04 2.599048602860420942e-04 2.410791057627648115e-04
4.706136882305145264e-03 3.220355883240699768e-02 3.841884434223175049e-02 1.984503492712974548e-02 3.833701601251959801e-03 2.107616281136870384e-03 2.122852019965648651e-03 3.972699632868170738e-04 3.292831825092434883e-04 2.242560440208762884e-04 1.783812767826020718e-04 1.893326261779293418e-04 1.845876395236700773e-04
1.534127723425626755e-02 2.436067350208759308e-02 3.795368596911430359e-02 2.884322963654994965e-02 2.239551628008484840e-03 1.362496288493275642e-03 1.359394169412553310e-03 2.869182208087295294e-04 2.370885340496897697e-04 1.485172397224232554e-04 1.137551298597827554e-04 1.336511777481064200e-04 1.355348504148423672e-04
3.423471376299858093e-02 2.352163940668106079e-02 4.155144840478897095e-02 4.028071090579032898e-02 1.162052969448268414e-03 7.813387201167643070e-04 7.856809534132480621e-04 1.901808282127603889e-04 1.619803369976580143e-04 9.121511538978666067e-05 6.976045551709830761e-05 9.402948489878326654e-05 9.761931141838431358e-05
6.395367532968521118e-02 3.245296329259872437e-02 4.954111948609352112e-02 5.412016436457633972e-02 4.972873139195144176e-04 3.650930884759873152e-04 3.872344968840479851e-04 1.214991279994137585e-04 1.114849001169204712e-04 6.012660014675930142e-05 5.093766958452761173e-05 7.509548595407977700e-05 7.847679080441594124e-05
1.078274548053741455e-01 5.446317791938781738e-02 6.214758753776550293e-02 7.029951363801956177e-02 1.524710824014618993e-04 1.204056025017052889e-04 1.580848183948546648e-04 1.147573580965399742e-03 1.097354339435696602e-03 9.387246682308614254e-04 9.159897454082965851e-04 9.317626245319843292e-04 7.493083248846232891e-04
1.701501905918121338e-01 9.325920790433883667e-02 7.946208119392395020e-02 8.873157948255538940e-02 1.368089485913515091e-02 5.979758687317371368e-03 6.994156632572412491e-03 1.001790049485862255e-03 9.217622573487460613e-04 7.663604919798672199e-04 7.308991043828427792e-04 7.299303542822599411e-04 5.918306997045874596e-04
7.058567367494106293e-03 8.842947334051132202e-02 7.391313463449478149e-02 7.269440218806266785e-03 9.263436309993267059e-03 4.623839166015386581e-03 5.271178670227527618e-03 8.766893297433853149e-04 7.760778535157442093e-04 6.284794653765857220e-04 5.813582683913409710e-04 5.785092362202703953e-04 4.748573410324752331e-04
1.926403841935098171e-03 7.085929065942764282e-02 5.986758694052696228e-02 5.434127524495124817e-03 5.886014085263013840e-03 3.495422424748539925e-03 3.857932053506374359e-03 7.626264123246073723e-04 6.542626651935279369e-04 5.183169269002974033e-04 4.589884774759411812e-04 4.629339091479778290e-04 3.853080561384558678e-04
2.011067408602684736e-05 5.466514080762863159e-02 4.806507751345634460e-02 5.845383740961551666e-03 3.423486370593309402e-03 2.566734328866004944e-03 2.725837985053658485e-03 6.547795492224395275e-04 5.525694577954709530e-04 4.311053780838847160e-04 3.575596492737531662e-04 3.722140099853277206e-04 3.138345200568437576e-04
2.397042699158191681e-03 4.079325497150421143e-02 3.893371671438217163e-02 8.553042076528072357e-03 1.745512126944959164e-03 1.815976691432297230e-03 1.845316728577017784e-03 5.530922207981348038e-04 4.695076204370707273e-04 3.642714582383632660e-04 2.728364488575607538e-04 2.986563486047089100e-04 2.546620089560747147e-04
1.043096464127302170e-02 3.058125078678131104e-02 3.292590007185935974e-02 1.359063852578401566e-02 7.223674911074340343e-04 1.227392349392175674e-03 1.188348629511892796e-03 4.624095163308084011e-04 4.060054197907447815e-04 3.177702019456773996e-04 2.025920257437974215e-04 2.376949123572558165e-04 2.055255899904295802e-04
2.590843290090560913e-02 2.584177069365978241e-02 3.049613535404205322e-02 2.097443491220474243e-02 2.299393090652301908e-04 7.914279703982174397e-04 7.308648782782256603e-04 3.926922800019383430e-04 3.656957997009158134e-04 2.944969455711543560e-04 1.467110269004479051e-04 1.878095936262980103e-04 1.676292740739881992e-04
5.115271359682083130e-02 2.893533743917942047e-02 3.207266330718994141e-02 3.070209361612796783e-02 1.538357901154085994e-04 5.048763123340904713e-04 4.547551507130265236e-04 3.592355351429432631e-04 3.552739508450031281e-04 3.006956831086426973e-04 1.073414314305409789e-04 1.504514366388320923e-04 1.456106547266244888e-04
8.918026089668273926e-02 4.280443117022514343e-02 3.802427649497985840e-02 4.275163635611534119e-02 3.925991477444767952e-04 3.710507589858025312e-04 3.494186385069042444e-04 3.828550106845796108e-04 3.848662308882921934e-04 3.462863387539982796e-04 8.904110291041433811e-05 1.299674477195367217e-04 1.474341261200606823e-04
1.438916474580764771e-01 7.092305272817611694e-02 4.862529039382934570e-02 5.708029121160507202e-02 8.600833825767040253e-04 3.999297623522579670e-04 4.127493302803486586e-04 1.127217779867351055e-03 1.045171287842094898e-03 9.482642053626477718e-04 8.377531776204705238e-04 9.396094828844070435e-04 7.918301271274685860e-04
2.202900499105453491e-01 1.170979589223861694e-01 6.402258574962615967e-02 7.362397760152816772e-02 1.086339727044105530e-02 5.097694694995880127e-03 6.228607613593339920e-03 1.022113603539764881e-03 9.072693064808845520e-04 8.131907088682055473e-04 6.916084093973040581e-04 7.584674749523401260e-04 6.373044452629983425e-04
3.551614470779895782e-03 7.945613563060760498e-02 7.729151099920272827e-02 7.291086018085479736e-03 6.816833280026912689e-03 3.864635247737169266e-03 4.634529817849397659e-03 9.313020273111760616e-04 8.001771057024598122e-04 7.123287650756537914e-04 5.761370412074029446e-04 6.246075499802827835e-04 5.226698121987283230e-04
3.052352694794535637e-04 6.284324079751968384e-02 6.164805963635444641e-02 4.446667619049549103e-03 3.877955488860607147e-03 2.895620651543140411e-03 3.335796995088458061e-03 8.503964054398238659e-04 7.206844165921211243e-04 6.416806136257946491e-04 4.818439192604273558e-04 5.242729675956070423e-04 4.364259948488324881e-04
9.060658630914986134e-04 4.814384505152702332e-02 4.814888164401054382e-02 3.698093118146061897e-03 1.914050430059432983e-03 2.153241308405995369e-03 2.316673751920461655e-03 7.803471526131033897e-04 6.683112587779760361e-04 5.997144617140293121e-04 4.024919471703469753e-04 4.471394931897521019e-04 3.705171111505478621e-04
6.597203202545642853e-03 3.635591641068458557e-02 3.721369430422782898e-02 5.095009692013263702e-03 7.849246030673384666e-04 1.607115729711949825e-03 1.558172283694148064e-03 7.267524488270282745e-04 6.447681225836277008e-04 5.869122687727212906e-04 3.342626441735774279e-04 3.857373667415231466e-04 3.198714402969926596e-04
1.899478025734424591e-02 2.890155650675296783e-02 2.929491922259330750e-02 8.673374541103839874e-03 3.499970771372318268e-04 1.233881106600165367e-03 1.039843540638685226e-03 6.994297727942466736e-04 6.537128938362002373e-04 6.056249840185046196e-04 2.752752625383436680e-04 3.351090999785810709e-04 2.821607631631195545e-04
4.020086675882339478e-02 2.771273814141750336e-02 2.485792338848114014e-02 1.445527095347642899e-02 4.743401950690895319e-04 1.017261063680052757e-03 7.418677560053765774e-04 7.123044342733919621e-04 7.007525418885052204e-04 6.602075882256031036e-04 2.253527200082316995e-04 2.926564193330705166e-04 2.577214036136865616e-04
7.294696569442749023e-02 3.529940545558929443e-02 2.435411326587200165e-02 2.244829013943672180e-02 1.033586799167096615e-03 9.482386521995067596e-04 6.472965469583868980e-04 7.834715652279555798e-04 7.936428883112967014e-04 7.573165930807590485e-04 1.859616895671933889e-04 2.580876462161540985e-04 2.495348744560033083e-04
1.207719147205352783e-01 5.476532876491546631e-02 2.818790264427661896e-02 3.264477849006652832e-02 1.917709130793809891e-03 1.025254372507333755e-03 7.441204506903886795e-04 9.353851201012730598e-04 9.426386095583438873e-04 9.063092875294387341e-04 1.602677511982619762e-04 2.334300079382956028e-04 2.632622199598699808e-04
1.882316470146179199e-01 8.971866220235824585e-02 3.668045625090599060e-02 4.502085223793983459e-02 3.033773973584175110e-03 1.254410832189023495e-03 1.027014572173357010e-03 9.994590654969215393e-04 8.585843024775385857e-04 8.944677538238465786e-04 7.103120442479848862e-04 8.148047490976750851e-04 7.170665194280445576e-04
2.811244130134582520e-01 1.440070718526840210e-01 5.003387480974197388e-02 5.953549593687057495e-02 9.032000787556171417e-03 4.339310340583324432e-03 5.318281240761280060e-03 9.366728481836616993e-04 7.691166247241199017e-04 7.919194758869707584e-04 5.686625954695045948e-04 6.601709756068885326e-04 5.775915924459695816e-04
1.146705122664570808e-03 7.006625831127166748e-02 8.269611001014709473e-02 7.952603511512279510e-03 5.300043150782585144e-03 3.142132190987467766e-03 3.908576443791389465e-03 8.839828078635036945e-04 7.116724736988544464e-04 7.300814031623303890e-04 4.731177177745848894e-04 5.515466327778995037e-04 4.756867128890007734e-04
1.512615417595952749e-04 5.415258556604385376e-02 6.541872769594192505e-02 4.329850897192955017e-03 2.735467394813895226e-03 2.279896521940827370e-03 2.759908791631460190e-03 8.408640860579907894e-04 6.850045174360275269e-04 7.046656101010739803e-04 4.056195321027189493e-04 4.745801561512053013e-04 4.002694913651794195e-04
3.733395598828792572e-03 4.087525978684425354e-02 5.019147694110870361e-02 2.602786524221301079e-03 1.208965317346155643e-03 1.702326699160039425e-03 1.870615058578550816e-03 8.141603320837020874e-04 6.922385655343532562e-04 7.160609820857644081e-04 3.544964711181819439e-04 4.190409672446548939e-04 3.443656023591756821e-04
1.335523463785648346e-02 3.127760440111160278e-02 3.742244094610214233e-02 2.823294373229146004e-03 5.784842069260776043e-04 1.367702614516019821e-03 1.236937358044087887e-03 8.166282786987721920e-04 7.397286244668066502e-04 7.680180715397000313e-04 3.126966767013072968e-04 3.777531383093446493e-04 3.041135496459901333e-04
3.091837279498577118e-02 2.685710974037647247e-02 2.755965292453765869e-02 5.031022708863019943e-03 6.982183549553155899e-04 1.242571859620511532e-03 8.531005005352199078e-04 8.657818543724715710e-04 8.362167282029986382e-04 8.667344809509813786e-04 2.765647077467292547e-04 3.459367435425519943e-04 2.781634102575480938e-04
5.889527127146720886e-02 2.965360134840011597e-02 2.107411809265613556e-02 9.254392236471176147e-03 1.426183502189815044e-03 1.301675452850759029e-03 7.120497757568955421e-04 9.830498602241277695e-04 9.922697208821773529e-04 1.020323950797319412e-03 2.450259344186633825e-04 3.208480484317988157e-04 2.673435083124786615e-04
1.004938110709190369e-01 4.230939224362373352e-02 1.843516156077384949e-02 1.551097538322210312e-02 2.630333648994565010e-03 1.528053660877048969e-03 8.067095768637955189e-04 1.193212112411856651e-03 1.219993107952177525e-03 1.238590222783386707e-03 2.190459781559184194e-04 3.015801194123923779e-04 2.744906814768910408e-04
1.598556935787200928e-01 6.806100159883499146e-02 2.007834427058696747e-02 2.380731888115406036e-02 4.193264991044998169e-03 1.913250889629125595e-03 1.131597557105123997e-03 1.524107530713081360e-03 1.532985246740281582e-03 1.533073373138904572e-03 2.013115008594468236e-04 2.890149480663239956e-04 3.043994947802275419e-04
2.422794252634048462e-01 1.106012240052223206e-01 2.636847458779811859e-02 3.413828834891319275e-02 6.015631370246410370e-03 2.457572380080819130e-03 1.684575108811259270e-03 8.081127307377755642e-04 6.011163350194692612e-04 8.530719205737113953e-04 7.843644707463681698e-04 6.639046478085219860e-04 5.952223436906933784e-04
3.544348776340484619e-01 1.737365722656250000e-01 3.756150603294372559e-02 4.648630321025848389e-02 7.972990162670612335e-03 3.944087307900190353e-03 4.281869623810052872e-03 7.776137790642678738e-04 5.518925026990473270e-04 7.395131979137659073e-04 5.435852799564599991e-04 5.084732547402381897e-04 4.648881149478256702e-04
5.844985207659192383e-05 6.082597002387046814e-02 9.015858918428421021e-02 8.805412799119949341e-03 4.486897028982639313e-03 2.609489951282739639e-03 3.121159737929701805e-03 7.586437277495861053e-04 5.385960685089230537e-04 6.867526681162416935e-04 3.914849658031016588e-04 4.038133192807435989e-04 3.718195657711476088e-04
1.743085915222764015e-03 4.501447454094886780e-02 7.121363282203674316e-02 4.755577538162469864e-03 2.183448057621717453e-03 1.720524625852704048e-03 2.173533197492361069e-03 7.501415675505995750e-04 5.587523337453603745e-04 6.851701182313263416e-04 2.971439971588551998e-04 3.324765712022781372e-04 3.018308198079466820e-04
8.864246308803558350e-03 3.281184285879135132e-02 5.422629043459892273e-02 2.328506438061594963e-03 9.606103412806987762e-04 1.212745206430554390e-03 1.444156863726675510e-03 7.614538772031664848e-04 6.169669795781373978e-04 7.333640824072062969e-04 2.389609289821237326e-04 2.830220328178256750e-04 2.470584004186093807e-04
2.314217202365398407e-02 2.530506625771522522e-02 3.959236666560173035e-02 1.584585290402173996e-03 6.931488169357180595e-04 1.031476538628339767e-03 9.409971535205841064e-04 8.105277083814144135e-04 7.233296637423336506e-04 8.361623040400445461e-04 2.024307323154062033e-04 2.481017436366528273e-04 2.040969557128846645e-04
4.681409895420074463e-02 2.405631355941295624e-02 2.775255776941776276e-02 2.571725752204656601e-03 1.244136597961187363e-03 1.131414552219212055e-03 6.737194489687681198e-04 9.223680244758725166e-04 8.921298431232571602e-04 1.002978766337037086e-03 1.784858613973483443e-04 2.232654078397899866e-04 1.727915514493361115e-04
8.278591930866241455e-02 3.119364008307456970e-02 1.917941123247146606e-02 5.327896680682897568e-03 2.474776469171047211e-03 1.476446515880525112e-03 6.528829107992351055e-04 1.127638039179146290e-03 1.140761305578052998e-03 1.246531726792454720e-03 1.622654090169817209e-04 2.062321000266820192e-04 1.554376358399167657e-04
