2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 3.100000000000000089e+00 1.000000000000000000e+00
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.200000000000000178e+00 1.000000000000000000e+00
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.600000000000000089e+00 3.700000000000000178e+00 1.000000000000000000e+00
1.300000000000000044e+00 1.399999999999999911e+00 1.000000000000000000e+00
1.600000000000000089e+00 2.700000000000000178e+00 1.000000000000000000e+00
1.600000000000000089e+00 4.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 3.600000000000000089e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.600000000000000089e+00 1.000000000000000000e+00
1.600000000000000089e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 1.500000000000000000e+00 1.000000000000000000e+00
1.600000000000000089e+00 2.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.600000000000000089e+00 1.000000000000000000e+00
1.300000000000000044e+00 3.400000000000000355e+00 1.000000000000000000e+00
1.800000000000000044e+00 3.300000000000000266e+00 1.000000000000000000e+00
1.300000000000000044e+00 4.000000000000000000e+00 1.000000000000000000e+00
1.300000000000000044e+00 2.400000000000000355e+00 1.000000000000000000e+00
1.800000000000000044e+00 4.000000000000000000e+00 1.000000000000000000e+00
1.800000000000000044e+00 1.399999999999999911e+00 1.000000000000000000e+00
1.800000000000000044e+00 2.600000000000000089e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.700000000000000178e+00 1.000000000000000000e+00
1.800000000000000044e+00 3.800000000000000266e+00 1.000000000000000000e+00
1.000000000000000000e+00 3.100000000000000089e+00 1.000000000000000000e+00
1.000000000000000000e+00 3.700000000000000178e+00 1.000000000000000000e+00
1.300000000000000044e+00 3.800000000000000266e+00 1.000000000000000000e+00
